ref:FR:prix-carburants,brand,name,operator,branch
25150006,Fulli,Fulli,Fulli,
44290002,Total Contact,Total Contact,,
25370002,Intermarché,Intermarché,,
25680001,Total,Total,,
70110002,Intermarché,Intermarché,,
74200006,Esso Express,Esso Express,,
74200016,Intermarché,Intermarché,,
74200018,,,Total,
74200020,Eni,Eni,,
25110005,Avia,Avia,,
74200021,Carrefour,Carrefour Market,,
74200019,,Carburauto,,
74200014,,,Groupement des Mousquetaires,
68200004,,Cora,Cora,
68200027,Eni,Eni,,
68390003,Avia,Avia,,
68390002,Shell,Shell,Real Sarl,
68313001,Carrefour,Station Carburant Carrefour,Carrefour,
68170002,Intermarché,Intermarché,,
74200003,Carrefour,Carrefour,,
74550001,Elan,Elan,,
70000002,TotalEnergies,Station du Lac,Total,
39220002,bi1,Bi1,,
68000009,Avia,Avia,Avia,
68480002,Auchan,Auchan,,
68480004,,Carrefour Contact,Carrefour,
25650002,Sarl Guinchard Jacquin,,Sarl Guinchard Jacquin,
25230002,Intermarché,Intermarché,,
26270004,Intermarché,Intermarché,Groupement des Mousquetaires,
26250001,Eni,Eni,,
29700001,Carrefour,Carrefour,,
29700004,,TotalEnergies,TotalEnergies,
29460001,Système U,Système U,Super U,
56850003,Total,,SAS AUVENDIS SAS AUVENDIS,
56520006,Total Access,Relais de Guidel Nord,Total,
56530001,E.Leclerc,E. Leclerc,,
56850004,Carrefour Contact,Carrefour Contact,,
56520005,TotalEnergies,TotalEnergies (Guidel Sud),Total,
56890004,Intermarché,Intermarché,,
25750002,TotalEnergies,TotalEnergies,,
25420006,Carrefour Contact,Carrefour Contact,,
25550003,DATS 24,DATS 24,,
25750003,DATS 24,Dats 24,,
74500003,U,Station U,,
22590001,Intermarché,Intermarché,,
25400005,Hyper U,,,
25400004,Système U,Station U,,
25400003,Intermarché,Intermarché,,
25700003,Total,Relais du Doubs,,
71490007,Carrefour,Carrefour,,
71210006,,,Groupement des Mousquetaires,
71210009,TotalEnergies,Total,,
52600002,Avia,Avia,,
70120003,Total,Total,,
52600001,Avia,Avia,,
52600004,Intermarché,Intermarché,,
52500001,Avia,Avia,,
52500003,DATS 24,Dats 24,,
21140001,Super U,Super U,,
88000011,Eni,Eni,,
1220001,Carrefour,Carrefour,Carrefour,
68470003,,U Express,,
68470002,Total,Total Contact,,
68550001,Auchan,Auchan,,
70160001,Carrefour,Carrefour,,
70170003,Netto,Netto,Netto,
21270001,,,,
70140004,,Pesmes Énergie,,
71390006,,,ELAN,
25130002,Netto,Netto,,
68590001,Total,Total Contact,,
68970001,,Beysang,Beysang,
52800002,Avia,Avia,,
52800001,Système U,Station U,,
52700002,Intermarché,Intermarché Super,Groupement des Mousquetaires,
17200008,Total Access,Total Access,,
17200009,Total Access,Total Access,,
68350001,Station U,Super U,,
68400001,Super U,Super U,Super U,
16100006,Intermarché,Intermarché,Groupement des Mousquetaires,
24430001,Auchan,Auchan,,
24190001,Intermarché,Intermarché,,
16340002,Esso Express,Esso Express,,
29500003,Carrefour,Carrefour Market,,
29000011,Total,,,
29500004,,Brétéché,,
29510005,Intermarché,Intermarché,,
29140008,Total Access,Relais Total De Saint-Yvi,Total,
67300003,TotalEnergies,Relais Total De L'Aar,Total,
68000020,Agip,Agip,Agip,
70400004,Super U,Super U,Super U,
70400001,Total,Total,,
33500005,Intermarché,Intermarché,Groupement des Mousquetaires,
74500009,Eni,Eni,,
68270003,Système U,Station U,,
68910002,Carrefour,Carrefour,,
68640001,Intermarché,Intermarché,,
68250004,Total Access,Relais Total de Rouffach,,
16190001,Système U,Station U,,
16480001,Avia,Avia,,
24490002,Intermarché,Intermarché,,
33230002,Intermarché,Intermarché,,
33710003,Intermarché,Intermarché,,
16700007,Dyneff,Dyneff,,
16140002,Carrefour,Carrefour,,
16700008,E.Leclerc,E. Leclerc,,
16200005,Intermarché,Intermarché,,
16100007,Intermarché,Intermarché Contact Station-service 24h/24 7j/7,Groupement des Mousquetaires,
16200001,U,U Express,,
16130002,Intermarché,Intermarché,,
29120005,Carrefour,Carrefour,Carrefour,
59730005,Carrefour,Carrefour,,
56150004,Intermarché,Intermarché,,
56330001,Système U,Station de Super U,Système U,
29950001,Carrefour Market,Carrefour Market,Carrefour,
68000015,,,Pôle position,
68000013,Avia,Avia,,
68000006,Total,Station Mulat,Total,
29850001,Total,Total,,
44160006,Total,Total Contact,,
44160005,E.Leclerc,E. Leclerc,,
56400006,Elan,Elan,,
29440001,Intermarché,Intermarché,,
56550002,Total,Total,,
56550003,Carrefour,Carrefour,,
56440002,Intermarché,Intermarché,,
56690002,Intermarché,Intermarché,,
56690004,Total Access,Relais de Nostang,Total,
56440003,Total,Total,Total,
70200006,Total,Total,Total,
70200008,E.Leclerc,E. Leclerc,,
70200001,,Match,,
25490001,Intermarché,Station Service Intermarché,Groupement des Mousquetaires,
44780002,Spar,Spar,,
44410007,Super U,Super U,,
56100009,Intermarché,Intermarché,,
56100003,Total,,,
56100008,,Les Mousquetaires,,
56100007,Carrefour,Carrefour,,
56270007,TotalEnergies,Total Lann Bihoué,Total,
85470002,Super U,Super U,,
56160001,Intermarché,,,
29150005,Total Contact,,,
26730006,Esso,Esso Porte de la Drôme,,
26730005,Esso,Esso Aire Royans Vercors,,
22200007,Garage Bahezre,,Bahezre,
22540002,Intermarché,Intermarché,Groupement des Mousquetaires,
22420003,Carrefour Contact,Carrefour Contact,,
22000010,Total Contact,Total,Total,
22800003,Super U,,,
22170004,Total,Total,Total,
22170005,Carrefour Market,Carrefour Market,,
44600009,Total Access,Total Access,Total,
29340002,Carrefour Market,Carrefour Market,,
29930002,Intermarché,Intermarché,Intermarché Contact,
29480001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
22120005,Intermarché,Intermarché,,
22000013,TotalEnergies,Total - La Croix St Lambert,,
56700009,Esso,Esso,,
56650001,Independent,Station Service,Carrefour Market,
56700003,Total,Station Total,Total,
74370001,TotalEnergies,TotalEnergies,Total,
74350003,Esso,,,
74350006,Avia,Avia,,
39200003,Total Access,Total Access,Total,
39200005,Intermarché,Intermarché,,
22230004,Total,,,
22210001,Système U,Station U,,
74330002,Total,Total Contact,,
68740001,Système U,Station U,,
67860001,Super U,Super U,Super U,
67920001,,Station service Super U,Super U,
67600009,E.Leclerc,Station Service E. Leclerc,,
1480004,Total,Total,,
69651002,Esso,Station Esso - Ets Nomblot Concession Peugeot,Esso,
80046003,BP,BP,,
31470002,Total,Total,,
31470008,,E. Leclerc,,
31700010,Total Access,Total Access,Total,
31250004,,,,
31250001,Total,,,
81700003,Intermarché,Intermarché,,
31250007,Netto,Netto,,
34490001,Système U,Station U,,
34070003,Carrefour,Carrefour Market,,
34070018,Total,Total Access,Elf,
7140001,,,Carrefour,
7140002,Station U,Super U,Super U,
48100006,Elan,,,
48000008,Avia,Avia,,
48000001,Système U,Station U,,
48100004,Carrefour,Carrefour,,
54390002,Esso,Esso,,
54670004,Total,Total Custines,,
67570001,Eni,Eni,Garage E. Marques,
67130004,Match,Match,,
67130003,Intermarché,Intermarché,Groupement des Mousquetaires,
57380002,Super U,Super U,Super U,
57340004,Total Access,Total Access,,
59290002,Esso,Esso La Pilaterie,Esso,
59650012,Total Access,Total Access,,
59650013,Total Access,Total Access,Total,
62300005,Esso Express,Esso Express,,
62300018,Auchan,Auchan,,
59850002,Système U,La Station U,Systeme U,
57790001,Intermarché Contact,,,
67700012,TotalEnergies,TotalEnergies,,
34500008,Auchan,Auchan,Auchan,
34190002,Intermarché,Intermarché,,
48400007,Dyneff,,,
48400006,Intermarché,,,
48400003,Avia,,AVIA,
48150002,Avia,,,
59420002,Avia,Avia,,
59500009,Total,Total,,
34290003,Shell,Shell,Shell,
34290007,Shell,Shell,Shell,
48190003,Carrefour,Carrefour Express,,
59000017,Total Access,Total Access,Total,
59278003,Intermarché,Intermarché,,
57510004,DATS 24,DATS 24,,
34330001,Elan,Station Sebe,Elan,
31560004,Carrefour Contact,Carrefour Contact,,
34440001,Dyneff,Dyneff,,
34490002,Intermarché,Intermarché,,
31450009,Dyneff,Dyneff,E. Leclerc,
31450008,Dyneff,Dyneff,,
34440005,Carrefour Contact,Carrefour Contact,Carrefour,
62440001,Auchan,Auchan,,
62640002,TotalEnergies,Total,,
62880001;62880005,carrefour market,Station-service carrefour market,,
62660004,Total,,,
62232002,Carrefour,Carrefour,,
62136001,Total,Total,,
62400004,Total,Total,,
62400003,Carrefour,Carrefour,,
59700004,Esso,Esso,,
59115001,Auchan,Auchan,,
59110007,Station U,Station U,,
11700005,Intermarché,Intermarché,,
11160003,Carrefour,,,
81240001,,OMI,,
59246005,Carrefour,Carrefour,,
59710002,Intermarché,Intermarché,,
59300021,BP,BP,,
59494009,Total,Total,Total,
11120001,Intermarché,Intermarché,Groupement des Mousquetaires,
11100015,,Super U,,
11590002,BP,BP,,
34620002,Dyneff,Dyneff,,
62660001,Carrefour,,,
62131001,Intermarché,Intermarché,,
11290001,Dyneff,Dyneff,,
11290005,Carrefour,Carrefour,,
59223001,Auchan,C. C. Auchan,Auchan,
62530001,Intermarché,Intermarché,,
62160003,Esso,Esso,,
62114002,Total,Total,,
62161001,Carrefour,Carrefour Market,,
59237001,Elan,Elan,,
59300016,Total Access,Total Access,,
74000021,Agip,Ciao Agip,Agip,
74960003,Esso,Esso,Esso,
25500001,,,Cyprien Rognon,
17120002,Super U,Super U,,
17500002,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
62220001,Total,Station Total,Total,
59125003,Total,Total,,
59300001;59300024,Carrefour,,,
59125004;59125005,TotalEnergies,TotalEnergies,TotalEnergies,
26780007,Total Access,Total Access,Total,
26208001,Carrefour,Carrefour,Carrefour,
7400005,Les Mousquetaires,Netto,,
7220003,Carrefour,,,
84100009,TotalEnergies,TotalEnergies,,
84100004,,Station marché,Groupement des Mousquetaires,
84000020,Total Access,Total Access,Elf,
13570001,Intermarché,Intermarché Contact,,
84000023,Carrefour,Carrefour,,
84550003,Carrefour,Carrefour,,
84550004,Esso,Esso,,
84550005,E.Leclerc,Leclerc,Leclerc,
7130005,Total,Total Contact,,
7130006,Avia,Avia,,
7800008,Carrefour,Carrefour,,
7500002,Intermarché,Intermarché,Intermarché,
31200022,Total Access,Total Access,Total,
34500033,Auchan,Auchan,,
34350003,Dyneff,Station Dyneff (Truck étape),,
34500024,Dyneff,Dyneff,,
34410009,,Carrefour Contact,,
26290008,Super U,Super U,,
26290003,Esso,Esso,Esso,
30150002,Intermarché,Intermarché,Sorodis Roquemaure,
30150001,,Staion Servoz,,
30126009,Auchan,Auchan,Auchan,
31600008,Auchan,Auchan,,
31390001,Auchan,Auchan,Auchan,
31410002,Shell,Station Shell,Shell,
31370001,Carrefour,,,
67100007,Avia,Avia,Avia,
29260005,Avia,Avia,Brétéché Ouest,
56190011,Carrefour Market,,Carrefour Market,
71260005,Esso,Esso,Esso,
1570001,Intermarché,Intermarché,,
69220011,Fulli,Aire de Dracé,Fulli,
1140001,,U Express,,
71570004,Intermarché,Intermarché,,
71570003,Avia,Avia Xpress,,
71260006,TotalEnergies,TotalEnergies,,
71000023,BP,BP,,
11110008,E.Leclerc,E.Leclerc,,
11110005,TotalEnergies,Relais Total de Vinassan,Total,
11110004,Intermarché,Intermarché,Groupement des Mousquetaires,
30140006,Agip,,,
30140003,Intermarché,Intermarché,Intermarché,
30140002,Avia,Avia,Avia,
34230002,Carrefour,Carrefour Contact,,
34120008,Esso,Esso,,
69400009,Auchan,,,
1590002,Intermarché,Intermarché Drive,,
1100008,Intermarché,Netto,,
1100004,Avia,Avia,,
34530001,Tabac Station Service Lopez,Tabac Station Service Lopez,Tabac Station Service Lopez,
30380001,Intermarché,Intermarché,,
30100019,Netto,Netto,,
1100007,Total,Total,Total,
59160003,Avia,Avia,,
59130001,Esso Express,Esso Express,Esso,
34360002,Intermarché,Intermarché Contact,Groupement des Mousquetaires,
80300005,Intermarché,Intermarché,Groupement des Mousquetaires,
80700010,BP,BP,,
80170001,Intermarché,Intermarché,,
80300006,Total,Total,Total,
78175001,TotalEnergies,Total,,
78100002,Total,Total,,
92230003,Carrefour,Carrefour,,
93300008,Auchan,Auchan,,
31130011,TotalEnergies,,,
34600002,Gallien,Relais Du Bel Air,,
31076001,,Station essence Carrefour Purpan,Carrefour,
31770001,Carrefour Market,Carrefour Market,Carrefour Market,
33290004,Intermarché,Intermarché,Groupement des Mousquetaires,
33600009,TotalEnergies,Total,,
76620003,Esso Express,Esso Express,,
68510001,Hyper U,,,
68680003,TotalEnergies,TotalEnergies,,
67800004,Système U,Station U,,
67116003,Shell,Shell,,
31100004,Carrefour Market,Carrefour Market,,
31084001,Total,TotalEnergies Thibaud,Total,
67140003,,Garage Karrer,,
67140002,Système U,Système U,,
67500009,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
67000027,TotalEnergies,Relais du Rhin,,
81100004,Esso Express,Esso Express Miredames,Esso,
33430001,Système U,Station U,,
33430005,Intermarché,Intermarché,Groupement des Mousquetaires,
33113002,,Les Mousquetaires,Groupement des Mousquetaires,
33430002,Total,,,
33730002,,Air C,,
33840003,Agip,Agip,,
20118001,TotalEnergies,TotalEnergies,DVS Auto,
33730003,Carrefour,,,
80800006,Intermarché,Intermarché,,
80800004,Auchan,Auchan,,
7300005,E.Leclerc,E. Leclerc,,
26790006,,Natura' Pro Cooperative,,
84500007,Intermarché,Intermarché,Groupement des Mousquetaires,
6240006,E.Leclerc,E. Leclerc,,
30400001,Carrefour Market,Carrefour Market,Carrefour,
84700006,Avia,Avia,Avia,
84700004,Intermarché,Intermarché Sorgues,Groupement des Mousquetaires,
84700007,Carrefour,Nano Carrefour,,
26450002,Système U,Station U,,
7160001,Système U,Système U,,
38350001,Système U,Station U,,
38350005,TotalEnergies,TotalEnergies,,
84850002,Intermarché,Intermarché Contact,,
29510004,Intermarché,Intermarché,Groupement des Mousquetaires,
29000016,Casino,Casino,,
84110006,Avia,Avia,,
26400010,Auchan,Auchan,,
26400007,TotalEnergies,TotalEnergies,,
84230001,Super U,Super U,La Station U,
38600003,,Station essence Auchan,,
84330004,Système U,,,
84570002,,Station Communale Villes-sur-Auzon,,
84200003,Independent,Station B. L'Hôte,,
84330005,Carrefour,Carrefour,cavaille Etienne,
1000008,TotalEnergies,Total,,
1000004,Total,Station Total,Total,
1250007,Fulli,Fulli,Fulli,
1250005,TotalEnergies,Station Total,Total,
69430004,Dyneff,Dyneff,Garage Deprele,
69430001,Total,Total,,
69430002,Carrefour,Carrefour,,
69650001,TotalEnergies,Total Contact,,
1250006,Système U,La Station U,,
26150002,TotalEnergies,Combet,,
56340004,Intermarché,Intermarché,,
56340002,Super U,Super U,,
29270003,Intermarché,Intermarché,,
56320002,Carrefour Market,Carrefour,,
56320001,Elan,Elan,Elan,
1120006,Total,Total,,
69004020,Eni,Eni,,
69370002,Total,Relais Saint-Didier,,
74000014,Total Access,Relais des Alluèges,Total,
74000002,Carrefour,Carrefour,Carrefour,
22290003,Goëlo Services,,,
22410001,Netto,Netto,Groupement des Mousquetaires,
1330002,Super U,Super U,,
1330003,Total,Total,,
69210007,,Otarie,,
22960001,Carrefour,Station Carrefour,,
22000011,TotalEnergies,Total Access,,
22150005,Carrefour,Carrefour,,
22150004,,,Intermarché,
56580001,U,U Express 24/24,,
29200018,Super U,Super U,,
56700007,Station-Service,,,
56700006,Intermarché,,Groupement des Mousquetaires,
29170005,Carrefour,Carrefour,Carrefour,
22260001,Intermarché,Intermarché,,
22200005,Avia,Garare de la Marne,,
22200003,Carrefour,C. C. Carrefour,Carrefour,
22200006,Total Access,Total Access,,
29700002,Intermarché,Intermarché,Groupement des Mousquetaires,
22600002,Total,Total,,
22600008,Intermarché,,,
29000012,Total Access,Relais Quimper Sud,,
29000015,Intermarché,Intermarché,Intermarché,
56480001,,Station 24/24,,
56120006,Super U,Super U,,
56120005,Avia,Avia,,
56460003,Total,,,
56460002,Intermarché,Intermarché,,
29420002,Total,Total Contact,,
29250002,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
22400009,TotalEnergies,Total Access,,
22400005,Intermarché,Intermarché,Groupement des Mousquetaires,
22640001,TotalEnergies,Total Contact,,
29350001,Intermarché,Intermarché,,
29143001,,,Intermarché,
29760004,Carrefour,Carrefour,Carrefour,
29290003,Carrefour,Carrefour,Carrefour,
29280001,Carrefour,Carrefour,Carrefour,
29217001,Intermarché,Intermarché,Groupement des Mousquetaires,
29800001,Total,Total Contact,,
29260002,Total,Total,Total,
29200004,TotalEnergies,Total Access,Ateliers Caugant SA,
26500004,Intermarché,,Groupement des Mousquetaires,
84200012,Esso,Esso,,
84200008,Independent,Relais de la Mède,,
84200011,Intermarché,Intermarché,,
84200010,Super U,Super U Carpentras,,
29430002,Intermarché,Intermarché,,
29420003,Carrefour,Carrefour,,
56520001,Système U,Système U,Super U,
29290002,Elan,Elan,,
74960005,E.Leclerc,E. Leclerc,,
74600016,Avia,Avia,SARL DKPV,
74600017,Auchan,Auchan,Auchan,
74600015,Total,Total,Total,
74600013,Total,Relais de la Ripaille,Total,
29100007,Total Access,Station Total Douarnenez,Total,
22240003,,Coccinelle Fréhel,,
29880005,Carrefour Contact,Carrefour Contact,,
22240001,TotalEnergies,Total Contact,Total,
29100004,Intermarché,Intermarché,,
29710002,Intermarché,Intermarché,Groupement des Mousquetaires,
29160005,Total,Total,,
56300009,Netto,Netto,Netto,
56300010,Total Contact,Total Pontivy Nord,Total,
56300001,Station U,,Super U,
56300004,Total,Total De Kerfourchette,Total,
22570001,Total,Total,,
22110003,Intermarché,Intermarché,Groupement des Mousquetaires,
56770001,,Station Service Municipale,,
1250004,Avia,Avia,Avia,
1320004,Netto,Netto,,
1150001,Carrefour,,Carrefour,
1500008,Total,Total,,
84800003,Intermarché,Intermarché,Groupement des Mousquetaires,
84800001,Système U,Station U,Système U,
84800004,TotalEnergies,Total,,
5300001,TotalEnergies,TotalEnergies,Total,
4204001,Station U,Super U,,
5300005,Esso Express,Esso Express,,
84210003,Dyneff,Dyneff,,
69400006,Esso Express,Esso Express,Esso,
29200002,Super U,Super U,,
29770003,Intermarché,Intermarché,,
29720003,E. Leclerc,,,
29120007,Total Access,Total Access,Total,
1390010,Intermarché,Intermarché,,
1390002,Total,Total,,
1700003,Esso,Esso Express Les Échets,Esso,
1390013,Carrefour,Carrefour,,
1120008,TotalEnergies,Total,Total,
1120009,Avia,Avia,Avia,
1120009,Avia,Avia,Avia,
1120004,Super U,Station U,,
59817002,Shell,Shell,,
62840006,Carrefour Contact,Carrefour Contact,,
59480002,Intermarché,Intermarché,,
